Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
103,Bartendr - drinks,Bartendr - drinks,103,http://www.drinksmixer.com/drink5338.html,Midnight Flight to Malibu,Build with ice. Can be shaken or left layered.,http://www.drinksmixer.com/glasses/9/
104,Bartendr - drinks,Bartendr - drinks,104,http://www.drinksmixer.com/drink1824.html,Screwdriver With Color,Start with a shot or two (depending on your preference) of vodka in the glass. Add orange juice until its almost full. Then add a shot or two of Kahlua just until it has a bit of color. Then some ice and stir.,http://www.drinksmixer.com/glasses/8/
105,Bartendr - drinks,Bartendr - drinks,105,http://www.drinksmixer.com/drink1443.html,Bocci Ball,Shake amaretto and orange juice first then top with soda.,http://www.drinksmixer.com/glasses/12/
106,Bartendr - drinks,Bartendr - drinks,106,http://www.drinksmixer.com/drink190.html,Texas Tea,Fill a 1 gallon pitcher with ice. Add all the ingredients except the coca-cola. Stir then add the coca-cola and stir again. Pour into your favorite glass with ice and enjoy.,http://www.drinksmixer.com/glasses/21/
107,Bartendr - drinks,Bartendr - drinks,107,http://www.drinksmixer.com/drink4890.html,Long Island Tea,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,http://www.drinksmixer.com/glasses/8/
108,Bartendr - drinks,Bartendr - drinks,108,http://www.drinksmixer.com/drink3471.html,Fat Hooker,Pour first three ingredients in a highball glass filled with ice. Fill with orange or pineapple juice stir well and serve.,http://www.drinksmixer.com/glasses/8/
109,Bartendr - drinks,Bartendr - drinks,109,http://www.drinksmixer.com/drink9980.html,Big Dumb Russian #2,Fill a 16-oz. pint glass with ice cubes. Add 2 oz of vodka then fill the glass to slightly more than 3/4 full with Sprite. Add pineapple juice to the glass then add enough blue curacao to give it a Caribbean ocean blue color.,http://www.drinksmixer.com/glasses/1/
110,Bartendr - drinks,Bartendr - drinks,110,http://www.drinksmixer.com/drink5685.html,Orange Bliss,Shake with ice and strain into an old-fashioned glass.,http://www.drinksmixer.com/glasses/12/
111,Bartendr - drinks,Bartendr - drinks,111,http://www.drinksmixer.com/drink5642.html,Nummer 10,Fill a whiskey sour glass one-third full with raspberry vodka. Sprinkle a few drops of kahlua on top and mix. Fill with schweppes russian and serve.,http://www.drinksmixer.com/glasses/19/
112,Bartendr - drinks,Bartendr - drinks,112,http://www.drinksmixer.com/drink9686.html,Midori Illusion,Pour the Midori melon liqueur vodka Bacardi white rum Cointeau blue curacao and pineapple juice (to taste) into a highball glass filled with ice cubes. Stir well. Top with lemonade stir again gently and serve.,http://www.drinksmixer.com/glasses/8/
113,Bartendr - drinks,Bartendr - drinks,113,http://www.drinksmixer.com/drink5377.html,Mind Over Marny,Pour vodka into an ice-filled hurricane glass. Add the juices and top with club soda.,http://www.drinksmixer.com/glasses/9/
114,Bartendr - drinks,Bartendr - drinks,114,http://www.drinksmixer.com/drink6452.html,Ruby Relaxer,Combine peach schnapps vodka and malibu rum in a cocktail glass. Almost fill with pineapple juice add a splash of cranberry juice and serve.,http://www.drinksmixer.com/glasses/4/
115,Bartendr - drinks,Bartendr - drinks,115,http://www.drinksmixer.com/drink2250.html,Stoli Fruit Cocktail,Pour all ingredients together in an ice filled glass. Shake and pour back into glass.,http://www.drinksmixer.com/glasses/9/
116,Bartendr - drinks,Bartendr - drinks,116,http://www.drinksmixer.com/drink2551.html,Yellow Bird,Pour all the alcoholic ingredients in a highball glass. Stir sour mix in a mixer and fill the glass.,http://www.drinksmixer.com/glasses/8/
117,Bartendr - drinks,Bartendr - drinks,117,http://www.drinksmixer.com/drink8915.html,Coco Loco,Pour the rums vodka creme de bananes pineapple juice coconut cream and sugar syrup into a cocktail shaker half-filled with ice cubes. Shake well and strain into a chilled highball glass. Garnish with a pineapple wedge and serve.,http://www.drinksmixer.com/glasses/8/
118,Bartendr - drinks,Bartendr - drinks,118,http://www.drinksmixer.com/drinkvw12891.html,Blue Long Island,Typical long island with a kick. Pour into a collins glass on ice. Liquors first followed by sour mix and then blue curacao to preferance. Straw and garnish with a lemon.,http://www.drinksmixer.com/glasses/6/
119,Bartendr - drinks,Bartendr - drinks,119,http://www.drinksmixer.com/drink245.html,Deep Valley,Pour gin and blue curacao into an ice-filled collins glass. Add lemon juice pineapple juice and soda. Stir and garnish with a long lemon twist a cherry and mint leaves.,http://www.drinksmixer.com/glasses/6/
120,Bartendr - drinks,Bartendr - drinks,120,http://www.drinksmixer.com/drink42.html,Swimming Pool,Mix ingredients well pour into an exotic glass and float the blue curacao on top.,http://www.drinksmixer.com/glasses/9/
121,Bartendr - drinks,Bartendr - drinks,121,http://www.drinksmixer.com/drink9819.html,Ohranj Screwdriver,Pour the Stoli orange vodka (Ohranj) orange juice and lemon juice into an old-fashioned glass half-filled with cracked ice. Stir well and serve.,http://www.drinksmixer.com/glasses/12/
122,Bartendr - drinks,Bartendr - drinks,122,http://www.drinksmixer.com/drink7425.html,Orange Breeze,Build in a large goblet with ice and stir. Garnish with a slice of orange and serve.,http://www.drinksmixer.com/glasses/24/
123,Bartendr - drinks,Bartendr - drinks,123,http://www.drinksmixer.com/drink4000.html,The Green One,Shake ingredients with ice and pour into a glass.,http://www.drinksmixer.com/glasses/16/
124,Bartendr - drinks,Bartendr - drinks,124,http://www.drinksmixer.com/drink6887.html,Michael Moros Detroit Boy,Combine ingredients with cracked ice in a blender. Blend for a few seconds until smooth. Pour into a chilled cocktail glass garnish with mint leaves and serve.,http://www.drinksmixer.com/glasses/4/
125,Bartendr - drinks,Bartendr - drinks,125,http://www.drinksmixer.com/drink356.html,Kosmo,Pour all ingredients over ice in a cocktail shaker and shake well. Serve over ice in a chilled collins glass.,http://www.drinksmixer.com/glasses/6/
126,Bartendr - drinks,Bartendr - drinks,126,http://www.drinksmixer.com/drink179.html,Red Devil,Mix alcohols into an ice-filled cocktail shaker. Add the juice and grenadine and shake. Serve in a 10-12 oz. glass.,http://www.drinksmixer.com/glasses/8/
127,Bartendr - drinks,Bartendr - drinks,127,http://www.drinksmixer.com/drink302.html,Godiva Chocolate Martini,Mix all ingredients in a shaker with ice shake and pour into a chilled cocktail glass. OO.ready(function() { OO.Player.create('ooyalaplayer' 'xtdWt3ODrNebFP_rXeZvjR0ZwD00-fDa' { adSetCode: '96afabaaeee543b5ae6cb7dd570f6816' }); });,http://www.drinksmixer.com/glasses/4/
128,Bartendr - drinks,Bartendr - drinks,128,http://www.drinksmixer.com/drink7617.html,Call a Cab,Mix all ingredients together in a hurricane glass with ice or combine in a blender. Add juices and sprite to fill glass and serve.,http://www.drinksmixer.com/glasses/9/
129,Bartendr - drinks,Bartendr - drinks,129,http://www.drinksmixer.com/drink234.html,Cosmopolitan Cocktail,Shake vodka triple sec lime and cranberry juice vigorously in a shaker with ice. Strain into a martini glass garnish with a lime wedge on the rim and serve. OO.ready(function() { OO.Player.create('ooyalaplayer' '11Mml3ODo--zwAOfT0SCcw2z1BuaQPXm' { adSetCode: '96afabaaeee543b5ae6cb7dd570f6816' }); });,http://www.drinksmixer.com/glasses/4/
130,Bartendr - drinks,Bartendr - drinks,130,http://www.drinksmixer.com/drink705.html,Absolut Stress,Pour all ingredients into a mixing tin and shake with ice. Pour into a collins glass. No garnish.,http://www.drinksmixer.com/glasses/6/
131,Bartendr - drinks,Bartendr - drinks,131,http://www.drinksmixer.com/drink5014.html,White Russian,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve. OO.ready(function() { OO.Player.create('ooyalaplayer' 'x4NGx3ODrtMzgOwDztQQ_v3odWqXyT60' { adSetCode: '96afabaaeee543b5ae6cb7dd570f6816' }); });,http://www.drinksmixer.com/glasses/12/
132,Bartendr - drinks,Bartendr - drinks,132,http://www.drinksmixer.com/drink1111.html,Becky's Bomber,Fill glass with ice. Add vodkas and fill with cranberrry juice.,http://www.drinksmixer.com/glasses/8/
133,Bartendr - drinks,Bartendr - drinks,133,http://www.drinksmixer.com/drink1597.html,Brass Monkey,Toss the rum and vodka together and stir gently. Pour in the orange juice and shake well. Pour over ice in a highball or tall glass.,http://www.drinksmixer.com/glasses/8/
134,Bartendr - drinks,Bartendr - drinks,134,http://www.drinksmixer.com/drink5220.html,Malibu Screw,Add chilled orange juice to vodka and malibu rum over ice (if desired).,http://www.drinksmixer.com/glasses/8/
135,Bartendr - drinks,Bartendr - drinks,135,http://www.drinksmixer.com/drink3761.html,Georgia Peach Iced Tea,Fill collins glass with ice add vodka gin and rum. Fill with sweet and sour mix. Pour peach schnapps on top.,http://www.drinksmixer.com/glasses/6/
136,Bartendr - drinks,Bartendr - drinks,136,http://www.drinksmixer.com/drinkuv16733.html,Liam's Lucky Charm,Fill glass with ice pour the Lime vodka absolute citron pineapple juice. add just a splash of Blue Curaco. Enjoy,http://www.drinksmixer.com/glasses/12/
137,Bartendr - drinks,Bartendr - drinks,137,http://www.drinksmixer.com/drink11225.html,Black Opal,Stir all ingredients together in a beer glass. Garnish with a cherry and lemon wedge. When done right it should taste like a grape otter pop.,http://www.drinksmixer.com/glasses/27/
138,Bartendr - drinks,Bartendr - drinks,138,http://www.drinksmixer.com/drink7678.html,Dingo,Combine all ingredients in a cocktail shaker and shake well. Strain over plenty of ice in a highball glass garnish with an orange slice and serve.,http://www.drinksmixer.com/glasses/8/
139,Bartendr - drinks,Bartendr - drinks,139,http://www.drinksmixer.com/drink7191.html,Saronno Kir Imperial,Pour into a champagne flute add a twist of lemon peel and serve.,http://www.drinksmixer.com/glasses/3/
140,Bartendr - drinks,Bartendr - drinks,140,http://www.drinksmixer.com/drink11692.html,Kiss on the Lips,The mango mix should be blended with crushed ice firstly with the schnapps. Pour the schnapps and mango mix into a cocktail glass with the grenadine already placed at the bottom.,http://www.drinksmixer.com/glasses/4/
141,Bartendr - drinks,Bartendr - drinks,141,http://www.drinksmixer.com/drink529.html,Hurricane,Pour all but the juices in order listed into a hurricane glass three-quarters filled with ice. Fill with equal parts of grapefruit and pineapple juice and serve.,http://www.drinksmixer.com/glasses/9/
142,Bartendr - drinks,Bartendr - drinks,142,http://www.drinksmixer.com/drink6997.html,Monte Carlo Imperial,Shake gin creme de menthe and lemon juice well over ice cubes in a shaker. Strain into a champagne flute fill with champagne and serve.,http://www.drinksmixer.com/glasses/3/
143,Bartendr - drinks,Bartendr - drinks,143,http://www.drinksmixer.com/drink4887.html,Long Beach Cocktail,Mix as a long island ice tea.,http://www.drinksmixer.com/glasses/9/
144,Bartendr - drinks,Bartendr - drinks,144,http://www.drinksmixer.com/drink734.html,Adios Motherfucker #3,Shake alcohol then add sprite on top. Serve on the rocks.,http://www.drinksmixer.com/glasses/8/
145,Bartendr - drinks,Bartendr - drinks,145,http://www.drinksmixer.com/drink10224.html,Hurricane Sunrise,Combine all ingredients in a hurricane glass with ice as desired and mix well. Garnish with maraschino cherries and orange slices (optional) and serve.,http://www.drinksmixer.com/glasses/9/
146,Bartendr - drinks,Bartendr - drinks,146,http://www.drinksmixer.com/drink731.html,Addison Special,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,http://www.drinksmixer.com/glasses/12/
147,Bartendr - drinks,Bartendr - drinks,147,http://www.drinksmixer.com/drink1394.html,Blue Lagoon,Pour vodka and curacao over ice in a highball glass. Fill with lemonade top with the cherry and serve.,http://www.drinksmixer.com/glasses/8/
148,Bartendr - drinks,Bartendr - drinks,148,http://www.drinksmixer.com/drink1396.html,Blue Light Special,Shake.,http://www.drinksmixer.com/glasses/4/
149,Bartendr - drinks,Bartendr - drinks,149,http://www.drinksmixer.com/drink7286.html,Cape Cod,Combine in a highball glass with ice. Garnish with a wedge of lime and serve. OO.ready(function() { OO.Player.create('ooyalaplayer' 'd1MWx3ODoMITf2m5XQigD0z75LGHI8or' { adSetCode: '96afabaaeee543b5ae6cb7dd570f6816' }); });,http://www.drinksmixer.com/glasses/8/
150,Bartendr - drinks,Bartendr - drinks,150,http://www.drinksmixer.com/drink9449.html,Electric Long Island Iced Tea,Pour all ingredients into a collins glass almost filled with ice cubes. Stir well garnish with a slice of lime and serve.,http://www.drinksmixer.com/glasses/6/
151,Bartendr - drinks,Bartendr - drinks,151,http://www.drinksmixer.com/drink4066.html,Gerbil,Mix and serve over ice in a lowball glass.,http://www.drinksmixer.com/glasses/12/
152,Bartendr - drinks,Bartendr - drinks,152,http://www.drinksmixer.com/drink583.html,Sex on the Beach,Add vodka and peach schnapps to a highball glass over ice. Fill with equal measures of cranberry juice and orange juice and stir. OO.ready(function() { OO.Player.create('ooyalaplayer' 'hpNml3ODpibFOlmZChKKhmZjGQtY5U_V' { adSetCode: '96afabaaeee543b5ae6cb7dd570f6816' }); });,http://www.drinksmixer.com/glasses/8/
153,Bartendr - drinks,Bartendr - drinks,153,http://www.drinksmixer.com/drink10638.html,Blue MotherFucker #2,Shake all ingredients together in a cocktail shaker. Strain into a collins glass filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/6/
154,Bartendr - drinks,Bartendr - drinks,154,http://www.drinksmixer.com/drink5177.html,Bury Me Deep,Shake all but lemonade in a shaker and strain into an ice-filled highball glass. Add the lemonade.,http://www.drinksmixer.com/glasses/8/
155,Bartendr - drinks,Bartendr - drinks,155,http://www.drinksmixer.com/drink5690.html,Orange Crush,Add all ingredients to tumbler and pour as a shot.,http://www.drinksmixer.com/glasses/12/
156,Bartendr - drinks,Bartendr - drinks,156,http://www.drinksmixer.com/drink3954.html,Greek Sex On The Beach,Put all ingredients in together and shake. Serve in a glass filled up to 2/3 with ice.,http://www.drinksmixer.com/glasses/8/
157,Bartendr - drinks,Bartendr - drinks,157,http://www.drinksmixer.com/drink387.html,Miami Vice,1. Mix pina colada with 2.5 oz. of rum w/ ice. Set aside. 2. Mix daiquiri with 2.5 oz. of rum w/ ice. 3. While frozen add pina colada mix to a cocktail glass. Add the daiquiri mix on top keeping it seperated from the pina colada mix. Serve.,http://www.drinksmixer.com/glasses/4/
158,Bartendr - drinks,Bartendr - drinks,158,http://www.drinksmixer.com/drink4399.html,Imperial Moka,Shake and serve.,http://www.drinksmixer.com/glasses/0/
159,Bartendr - drinks,Bartendr - drinks,159,http://www.drinksmixer.com/drink4398.html,Imperial Fizz,Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water stir and serve.,http://www.drinksmixer.com/glasses/8/
